Name,Mission Link,Series Type,Series Name,Series Index,Intel JSON
The Long Mile,https://www.ingress.com/mission/89e53879cda64ae7a9d516af33dff3c2.1c,Solo,,,"{""result"":[""89e53879cda64ae7a9d516af33dff3c2.1c"",""The Long Mile"",""Starting on the outskirts of Grassy Park, this will take you down on of the Main roads,Victoria Street, through Grassy Park and ending in Zeekoevlei, next to a nature conservation area"",""JefafarZA"",""R"",1000000,685302,6,2,[[false,""72c2c7817a2f4997b4d07d914c6ae57b.16"",""Aids Awareness Rock"",1,1,[""p"",""R"",-34040421,18490379,7,85.0,8,""http://lh5.ggpht.com/Z6M0uKsgDqfwdk5DfF2SkEFKGzljAAEqDNd4z5Qby3vvLvvMFnBwRyhpa9ycXwhm4yTbx-eyys6-txbPFx6u"",""Aids Awareness Rock"",[],true,true,null,1455975351062]],[false,""62a36b3a236d436389ad6f2d4862ed4d.16"",""Ahmedi Mosque"",1,1,[""p"",""R"",-34043337,18491647,6,65.0,8,""http://lh4.ggpht.com/EXMZxOvq8l5E1SvoW5zY8ntKBcxZmGtcGk8Ix26dLOiUVw0sMfjrD3m0flaXFpk4cDZC61jezStZuT6fAyjm"",""Ahmedi Mosque"",[],false,false,null,1455912030411]],[false,""61cf080843f147bca8afe8cc846456c9.16"",""The Potter's House"",1,1,[""p"",""R"",-34045187,18493522,2,100.0,3,""http://lh4.ggpht.com/TPbm4fn_KC3AcNoLtdAskoExPKRVe5OHC93EMbjDr8Y1QXvNija4IYYMe_fe4scdPoZ8WrZ-o9Px5pNHXia7"",""The Potter's House"",[],false,false,null,1455932690837]],[false,""1dc1120fc4c84350a07a223005320898.16"",""Good Shepherd Church Museum"",1,1,[""p"",""E"",-34045648,18493951,5,100.0,8,""http://lh5.ggpht.com/B7yq6IeqtMTx1Qe4mUJh-IMgGf8uzRsuLLFwaNHaPrqbIcWeFscPEX_T9ZoeTYAzHsrPpb8bMGYDHMj5V5kM"",""Good Shepherd Church Museum"",[],false,false,null,1455955651892]],[false,""268c0d272e774ebca15d3dacc64c3b12.16"",""Good Shepherd Anglican Church Grassy Park"",1,1,[""p"",""E"",-34045782,18493675,5,100.0,8,""http://lh5.ggpht.com/JS4boRmR0yP2sq2SEAtWElqsVouzdXvh56tgmLfTRyPr1T6FqnFAaNCpJJCqfps1vjTSAjkfoDBcsdDrBGk"",""Good Shepherd Anglican Church Grassy Park"",[],false,false,null,1455955643315]],[false,""f91131fb9c6a4e85a06153e3802d016c.16"",""Grassy Park Interchange"",1,1,[""p"",""R"",-34049302,18497034,6,54.0,8,""http://lh4.ggpht.com/7B0oy1pYhaEQdwmfZZkWPrX7SjPxurHLUssmC6utnnQkPqxWqOmBV1IKesmmmGUAcGBR4YKmZTh08A_wMs4"",""Grassy Park Interchange"",[],false,false,null,1455919350444]],[false,""3a2fa6aa89cb485b9f9e15140a1e047c.16"",""Boat Garden"",1,1,[""p"",""E"",-34055592,18503132,4,85.0,7,""http://lh6.ggpht.com/iOGrTtvfmyp_tIuB4vOxSo7kI-1CiwLsZDSmL0tk3q5nl1KKJkRQ9tvezh0XSsCMdglGvyeRnfn9644561i3"",""Boat Garden"",[],true,true,null,1455971973710]],[false,""70628e32a165403282ee114a96ceaa52.16"",""Endangered Leopard Toad Information Board"",1,1,[""p"",""E"",-34058446,18504168,5,85.0,8,""http://lh3.ggpht.com/fUu2lFfIZUChati683SlYBn5PlqncPPmHjHHdu-ELHI7klFNPQaC7EwV7kePmh6MJSKdUxJnvyTOi8xqGv1iaQ"",""Endangered Leopard Toad Information Board"",[],false,false,null,1455981022880]],[false,""734e8fd622e84d988c212779e4659d78.16"",""Zeekoevlei Yacht Club Yellow Submarine"",1,1,[""p"",""E"",-34065642,18506661,5,85.0,8,""http://lh5.ggpht.com/lbKuKcG09FTlFWOB4jmVMFoF5FPIEIVwunpqzhygh46mcUUI2Q235HpNVjJ-1DK9esNX7Iv5ObJlsaspsUCT8WZydtAOnn0Z32BPR3fuhxxzK3JWbg"",""Zeekoevlei Yacht Club Yellow Submarine"",[],false,false,null,1455972174483]]],""https://lh3.googleusercontent.com/A25BMbVvIq7jhl_4TrTcBGHAoEzoWiiOdmpJVzIEPeniv6V44fMSlefV3t_WHsaTwyZTWDM3ZtUAo9Cz9Wag""]}"
Plumstead Wanderings,https://www.ingress.com/mission/8ea74e4ace754435aba2f308f7432c94.1c,Solo,,,"{""result"":[""8ea74e4ace754435aba2f308f7432c94.1c"",""Plumstead Wanderings"",""Taking a chilled out stroll around Plumstead."",""interpros"",""R"",1000000,3734938,2,2,[[false,""b3b7ecd721304740b8f76fb2948b9f04.11"",""Abundant Life"",1,2,[""p"",""R"",-34021195,18469471,7,85.0,8,""http://lh3.ggpht.com/A9p7X3-RwWJ6_H_qlWPYu-kWAYPW22zfLBswt2HPCMeG183jdsz6LGeomIIFY-qNTY_N6pRAfV0fkBIAxb1fUfx_RfpMMTfZDJ4a-4uyi-XwZRY"",""Abundant Life"",[],true,true,null,1455990726236]],[false,""2069de3fb79348098824f30038807bef.11"",""Plumstead Station"",1,2,[""p"",""R"",-34021926,18469543,7,85.0,8,""http://lh6.ggpht.com/o5Ho77JustWKbCnr90xudb14jnUo9JX5w0gtcJlpYWVDgKoZbpzswPA9NpigL0rJ6cYzHBQ3fbcIeB04Q1mOexr6CpeS48ApSwLY0xVqG2TNeYs"",""Plumstead Station"",[],false,false,null,1455990726376]],[false,""2ebf40739e2048ea9d9f2cc41e01ebcf.16"",""Plumstead Bridge Graffiti"",1,1,[""p"",""R"",-34023671,18469025,8,85.0,8,""http://lh3.ggpht.com/9-GPjLDsUkXQ61dNLsp1idFY8ac1dvu92dxIcNFtGiioP_MdWBBUFo1E7hFz_GgrACbk1Z5tTDfRu7gG1yOa"",""Plumstead Bridge Graffiti"",[],false,false,null,1455992783524]],[false,""69dfc9c960c548d98a60b3cf7f562fff.16"",""Cape Town Cricket Club "",1,1,[""p"",""R"",-34025503,18473792,7,70.0,8,""http://lh3.ggpht.com/m5gceRy1ErCea61cyKImHcxNIA18SCIm8P6qUyayMVhKEbxbwGUIVYSlEvzPkSLMRdoORtm0dmXXu4HGXY0y"",""Cape Town Cricket Club "",[],false,false,null,1455991010785]],[false,""7b3a296df11f45a98221e8a1bf1fe08a.16"",""Plumstead Cemetry"",1,2,[""p"",""R"",-34026392,18476499,7,70.0,8,""http://lh4.ggpht.com/rnPR2pZC1RqKmQ_E7ORe1sEDEXnB1cKS6-VfBqiE00e8LLqmvlTA5W0pb02ggl6-kbYvPx2eMLFYUJoRq9YCng"",""Plumstead Cemetry"",[],false,false,null,1455975360669]],[false,""992115f2644b46889a439fb7bdb13d1f.16"",""Plumstead Cemetery"",1,5,[""p"",""R"",-34028701,18478915,7,70.0,8,""http://lh4.ggpht.com/hPyN6y_6DG6lOf4WBhGEZjG9jmJtP1LwXfanewNMbOGRz5PxXplvgJ6E9Fs2p8eN2Nk1BtdR_NDv46H5wOM2"",""Plumstead Cemetery"",[],false,false,null,1455981945729]],[false,""25cb26074ef94f4289dc5e725f28da31.16"",""Southfield Public Library"",1,1,[""p"",""R"",-34030209,18480617,7,70.0,8,""http://lh5.ggpht.com/fkPQIkHC-IBEZYhBV7y6JJGDjFvHPufcpJwXx3S8Fxb7U_WhmxviiJcFfmiSv4eWiebBSMhoVwJdNIvvsBOO"",""Southfield Public Library"",[],false,false,null,1455982090607]],[false,""7ce87d212c6f4e958446275df2f9ce11.16"",""Sovereign Road Park"",1,1,[""p"",""R"",-34031897,18479247,7,70.0,8,""http://lh3.googleusercontent.com/s_jl2c24JULCyHQpNth211KYpa7IT6CPNV_NCM-6BrqstsUIju4oKpDfGM2MJ_ij5rTzq-cFCcJo87Jmno0"",""Sovereign Road Park"",[],false,false,null,1455983075141]],[false,""05a0b78b47f547e18d14bb69a8531045.16"",""Sovereign Road Park"",1,2,[""p"",""R"",-34032337,18478296,7,70.0,8,""http://lh3.googleusercontent.com/SUPeqv3PRPicU2qKosFHgrQb6_lRoAfXhdI7HoALUvu92o5eL8BAz7zXeLKAT8PPxdOhqOEhTDXCZPD806Ox"",""Sovereign Road Park"",[],false,false,null,1455983006611]],[false,""d779838cd90243399d736387b8bf0be1.16"",""Plumstead Cemetery"",1,1,[""p"",""R"",-34029317,18474973,7,70.0,8,""http://lh6.ggpht.com/jDiicv86YExNbiAJaluGOjOmVz9G5wZ3tANpwQu1WMCa1x8LOOHLHGu_fg4u5JW2iwFHA3Qq8roxX8dK_sE"",""Plumstead Cemetery"",[],false,false,null,1455972191847]],[false,""1bbb4bdb2edc47a9b9dd31f171008cb6.16"",""Smith Street Park"",1,1,[""p"",""R"",-34029656,18473346,7,85.0,8,""http://lh6.ggpht.com/v1Kw9whadpLZU5Ao_EkATUN5XszL6pvwTuL1vhnnSX8SFAO8ev5mzMxg6WsVsfbCNb9Gfpueffak3nUJzxs"",""Smith Street Park"",[],false,false,null,1455982381505]],[false,""bc4323c3115941fd8f29c7ac67baf178.16"",""Steurhof Station "",1,1,[""p"",""R"",-34028272,18469018,6,100.0,8,""http://lh6.ggpht.com/DHVNNSFWkqk0M069bCYtGPwhzR8hT0n7-Xel4Qpa3dClxUj5kjxpy-9ZyMdakvSe_9IkStupQaYOL_6paSFwqA"",""Steurhof Station "",[],false,false,null,1455989536881]]],""https://lh3.googleusercontent.com/iZfQq7UQQvSr7gQ0bZFN-c6tNKhoSppgCfRreUXkjk2Ourzc68963v78oTBHG-OJLsGSCX2V6CFH2tIGwZMK1Q""]}"
The Klip,https://www.ingress.com/mission/b127dad002aa46d0ae8a5b26b7da871f.1c,Solo,,,"{""result"":[""b127dad002aa46d0ae8a5b26b7da871f.1c"",""The Klip"",""Traverse one of the busiest roads joining two major traffic arterials, the M5 highway and Strandfontein Road, connecting three suburbs namely Grassy Park,Parkwood & Lotus River, visiting 1 portal/area"",""JefafarZA"",""R"",1000000,816364,5,2,[[false,""8a00f316e81d47f9a69ff4df653bbd92.16"",""Third Faction Mural "",1,1,[""p"",""N"",-34042940,18494391,1,0,0,""http://lh3.ggpht.com/f0N9oLK0QGDr4BGrXfoVL3HHW5aKCeU6ImDqY5h3usFnjc0I1V_Qn-FzjhPcubhvaWmcQXDkYxshUsDQzrDX"",""Third Faction Mural "",[],true,true,null,1455967620738]],[false,""e059550566494c90b6c7ef3ad7a0be8a.16"",""Grassy Park Scouts"",1,1,[""p"",""N"",-34044320,18489369,1,0,0,""http://lh3.googleusercontent.com/mYEi3SZQ7II90YPwAzVREgsY3vXajjUuq02oqjKsNwy2iT4pJ7tbmFGcNn5SUoXotgQr_mLBRlDaosjNyMtx"",""Grassy Park Scouts"",[],true,false,null,1455961394490]],[false,""62a36b3a236d436389ad6f2d4862ed4d.16"",""Ahmedi Mosque"",1,1,[""p"",""R"",-34043337,18491647,6,65.0,8,""http://lh4.ggpht.com/EXMZxOvq8l5E1SvoW5zY8ntKBcxZmGtcGk8Ix26dLOiUVw0sMfjrD3m0flaXFpk4cDZC61jezStZuT6fAyjm"",""Ahmedi Mosque"",[],false,false,null,1455912030411]],[false,""26cd81e913c84d0f9ab4be72854bde81.16"",""Klip Road Cemetery"",1,1,[""p"",""E"",-34040616,18494804,2,55.0,3,""http://lh6.ggpht.com/FfV4FBNbDg5fdK9SLPamfL3y_7q1s43ZKxGEaArlwckPmA-2cPyEQiG1C3fOYN2EqGqKdh8Y0C4V8FRro10ivWDb5QlZZNBNWbJ8LbOj4sUZXhc"",""Klip Road Cemetery"",[],false,false,null,1455914299911]],[false,""00c0bff9b8b14e7ba82acc7c11c639aa.11"",""World War 2 Klip Monument"",1,1,[""p"",""R"",-34035803,18502678,3,30.0,7,""http://lh6.ggpht.com/bxJRmYBq44uGLXy5pvYsAnV9T2eC3iKK6s3QS0d10MKzuUMpSbCAPOOc0r2Qp8sziAwS8yCwn_pP0NKbTkIIwanOIZYhUdx7FLOKIsbHrwJnzE4C3Q"",""World War 2 Klip Monument"",[],false,false,null,1455977418122]],[false,""cad98c5fe5454e7aa2430a12b31f9e20.16"",""Buck Rd Mosque"",1,1,[""p"",""N"",-34033501,18519212,1,0,0,""http://lh6.ggpht.com/3mkBx4VjfgLIgZlb-uc-V_cPlOsvzmMiEx1YfZDX71mQRXh6-v-_nVIVilz6NekXC6zS2VEgEqYnS4FlZ6C0"",""Buck Rd Mosque"",[],false,false,null,1455006586220]]],""https://lh3.googleusercontent.com/DZA9eFm_2iXB9ynIOiRv96Gt7qSjlBLkgdn1V1xvuabZppKpFZcG6dwRQFQE_s1-WuuyfRwO03HG1nRcnrdU""]}"
Walking the dog around Grassy Park,https://www.ingress.com/mission/d717f19399804756b9b12dc6d5963731.1c,Solo,,,"{""result"":[""d717f19399804756b9b12dc6d5963731.1c"",""Walking the dog around Grassy Park"",""Quick walk around the Area for dog walkers"",""HackSlashBlue"",""R"",1000000,878286,4,2,[[false,""369b1d8e8479408785d1d54d67ba5be1.16"",""Burning Bush Church Hall"",1,1,[""p"",""R"",-34046587,18493470,6,100.0,8,""http://lh4.ggpht.com/qWKFo4-rFqT44SVKuuVMtipU6uGXHbNwTjf64wUF42wq4Gk8Tg9LuEEuSj2RvxOcrJVbQdIX7QHVt88Yptqp"",""Burning Bush Church Hall"",[],true,true,null,1455950366522]],[false,""8bbec80869e04a3ba62a7785a79dd6e8.16"",""Burning Bush Evangelical Church"",1,1,[""p"",""R"",-34047115,18493778,6,100.0,8,""http://lh5.ggpht.com/923TyGh6wd4zxg82xiHrXFaC045cS1eGiOutvWpFnEC5_khaNUdvcVp5zGrVo1-a4qIm7VZw_PBoe9N_9H_I"",""Burning Bush Evangelical Church"",[],false,false,null,1455950417876]],[false,""dea78c18b184402fab327111e7edd70b.16"",""Grassy Park Lutheran Evangelical Church"",1,1,[""p"",""E"",-34045925,18495448,5,100.0,8,""http://lh4.ggpht.com/M8UtooladG8_-C9SW9XY1BB_ojSkdMv4FqlrJyeLUHuN5MplkQOVLYkVEQxRvBkwDGxo2uITjCOJLqXBu5ug"",""Grassy Park Lutheran Evangelical Church"",[],false,false,null,1455955629939]],[false,""e029b6cd41ad42b489cd9fd599ec2efd.16"",""Grassy Park Assembly Of God"",1,1,[""p"",""R"",-34046646,18495727,5,54.0,8,""http://lh3.googleusercontent.com/NBtvVOYhwprZ_HH9hkqf65w7qzSeLJF41NykFGwwJVJqvMGHMPC3kyTpexBFYBJDY45F5Xi83bBA4YjhSWLJ"",""Grassy Park Assembly Of God"",[],false,false,null,1455960694830]],[false,""9753b7971614440a82a214f4a4f74ca9.16"",""Grassy Park Post Office"",1,1,[""p"",""R"",-34048191,18496750,7,69.0,8,""http://lh5.ggpht.com/LiHfZUN0DyPSjJWNQExtr9RKthBcO6d7lU19ZvLuecW1uGZOQhmoMA81s1YKxn5aV34niv43uaveH39E2Ws"",""Grassy Park Post Office"",[],true,true,null,1455919543911]],[false,""2a0c435e4ea540c58b21760c6766516f.16"",""Grassy Park Library"",1,1,[""p"",""R"",-34048863,18495874,6,54.0,8,""http://lh3.ggpht.com/ph1lKM94f2bwtGib3iC6swWXw68pRnwT8heWZU5q_UGtOonUm3e9zkuIQefFL163kYlOBeLwjukT1pxaHfKU"",""Grassy Park Library"",[],false,false,null,1455919424404]]],""https://lh3.googleusercontent.com/430nVFwvmJ0ZTB9FlKtDdb6Wq1F_zlODtlYD5i7uN1s5iztiSdJHrZTwwFaQD6CAinrViL36nZsZ1FJV2hpu""]}"
Groot Constantia,https://www.ingress.com/mission/6460ffb40142432e91f4ee2288facd8b.1c,Solo,,,"{""result"":[""6460ffb40142432e91f4ee2288facd8b.1c"",""Groot Constantia"",""Walk around the historical wine estate of Groot Constantia."",""CraigFox"",""R"",900000,1067084,9,1,[[false,""f01bfbd55eb848c2b03e9dc648f0152a.16"",""High Constantia"",1,2,[""p"",""E"",-34024196,18429743,1,100.0,1,""http://lh3.ggpht.com/kyKNAIGUD47YYA3JWt7hZnoX_J7os1zlLe2pRK_vh1XiFzj5tAkzwdr7rgM-MLxrDeO1JHr_JBa4uA6vO_cIPQ"",""High Constantia"",[],true,true,null,1455987876886]],[false,""d1b22699413840e79e7fe3587ecba954.16"",""Groot Wine Barrel"",1,1,[""p"",""E"",-34027418,18424540,1,100.0,2,""http://lh6.ggpht.com/zoEdoMkesclbVToMINTNp4Yce76sBhtMUpFe8NjHRtVK0V6GfWHtIhdcbBE9ml4PcMuL9MhK_Wn_IFh2lE4"",""Groot Wine Barrel"",[],false,false,null,1455987902888]],[false,""690a68eeaf0c4349bc7547b5bb59410f.16"",""Old Gates to Groot Constantia "",1,2,[""p"",""E"",-34029094,18421507,1,100.0,2,""http://lh5.ggpht.com/naIOhkg_wSQ_900KHJsM_dg_hxS2Bl4ZuCOY-mo0ydmiXrp0Zvk1SEWn38TKciUm78gHP2dEz_yPDNi_Xnol"",""Old Gates to Groot Constantia "",[],false,false,null,1455987949432]],[false,""db269bad91fe496b94587db807e86d63.16"",""The Wagon Museum "",1,1,[""p"",""N"",-34030425,18419050,1,0,0,""http://lh6.ggpht.com/Q0J3ReCAD1wg4G24XfKZSIBA2iy-IN53nVyp8xPG5a75HFu0PnmtokkDf7EvEiFU0Pmar2R7jmBKlumJLJhw"",""The Wagon Museum "",[],false,false,null,1455553671441]],[false,""d1061b11c9274b9a854243e631d9178d.16"",""Groot Constantia Art Gallery "",1,1,[""p"",""N"",-34031120,18418863,1,0,0,""http://lh5.ggpht.com/NKuiGJOpEBhltUe0HnlTBq03GZRRz-xwCUK5JgQVESnZ2AARGNWSj2L4_M9QrMnQJ557s6K7ReBg2N3HJr8"",""Groot Constantia Art Gallery "",[],false,false,null,1455632937347]],[false,""ab949fa652b94942a5bb6dbcd21d561a.16"",""Groot Constantia Sundial "",1,3,[""p"",""N"",-34031005,18418215,1,0,0,""http://lh5.ggpht.com/FJVUAgaSO6IsTZSlHJVAVid-K29Sj2DSSyMVlfI0foODqtAl88UW3BGKZMrqc-HgN78NghL6xnh_yUBE0_Ea"",""Groot Constantia Sundial "",[],false,false,null,1455568704874]]],""https://lh5.ggpht.com/hOxTti06HbHqSTgsh_q3Ptz3EYdKBOzYJVL6skyUIqKLNOV4QFqi4noavikSL51vAyK_5sbydD2cQZ2iUtBvKg""]}"
